Publication Number,B60K6_48,Y02T10_6221,B60K6_387,B60K6_405,B60K2006_4825,Y02T10_6252,B60K6_42,B60K6_02,B60K6_26,B60K6_365,B60K6_547,B60K17_02,B60K6_40,B60K6_485,H02K7_108,H02K51_00,Y10S903_902,F16H3_66,F16D25_0638,H02K7_006
KR1020070030363A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6957137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1727696B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR1020060108003A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001140663A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US20060254562A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001207885A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3769282B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3352534B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1944092A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002362187A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RU2123437C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2825415A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3571026B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001011899A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1390223A4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002335604A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002112402A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2865686A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003134607A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001227374A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001268711A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001289643A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3171143B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001088540A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001292501A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001054203A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US5678760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1292932C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3630034B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003116204A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1561624B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003139027A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2000278806A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001327001A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002112465A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE9010217U1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001200920A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2668488Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3175617B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE102005021023A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1647969A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002369313A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002227241A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001177904A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6612416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2005265167A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2730670Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2000354305A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001333504A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001047880A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2865685A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWI290534B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002047953A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2438602Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1872575A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR1020070052803A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3129290B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2623496Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR1019980087204A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002021601A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2006230130A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR100490589B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3331218B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002238105A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001508375A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001268927A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1472868A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002209307A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2895232Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2006213215A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001211506A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR100692133B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002047922A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001208177A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1546335A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2000295707A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003003876A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002305804A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US2777292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6718758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003070107A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TW201040047A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003134606A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001268712A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE102004040499A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3164951B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001095106A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP4058216B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001247025A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN200974473Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SG95950A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001207482A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002112406A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CA2247185A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3094745B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2626820Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2680733B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1378044B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2855106B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001182581A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002359014A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001011888A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3050141B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2934033Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWI523771B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003152378A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6666022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TW201711873A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWI268877B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2062706U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003059541A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3824812B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2855892Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE29823829U1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3094772B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE10012221A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1393964A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3047621B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002130001A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1185118C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN201120840Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003097310A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001071777A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3175431B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001283907A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001169464A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002364452A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2815757Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TW201040046A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001283938A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWI346071B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002295280A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001161037A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US7146266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002170601A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TW201532863A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3206662B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001105843A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2005185065A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001304022A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2758172Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003193878A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3291235B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002371872A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WO2006022943A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NL1019457A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3292113B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003046272A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6397965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3050072B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001283921A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2005176419A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003009307A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003134602A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001227376A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2920726Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003134604A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3292130B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1074869A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002300702A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001167806A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002200932A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BRPI9904911B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2805676B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2005161933A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002195024A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001304032A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002039008A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2006070985A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2005188612A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1721227A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VN20064A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001157308A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3692828B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002168123A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3647319B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE202006010780U1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR1020060108002A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001298805A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE19711701A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001283919A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN200951713Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001177912A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CA2463359A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1987074A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002002463A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001204105A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TW200920620A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US3395770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2925948Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002325378A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003227363A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6118194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE4230529C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN200967406Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VN34018A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002313441A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002330554A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001227371A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3045015B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6494547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1396072A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001158254A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001138736A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3812568B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE19830621A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1753637A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001011901A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001012418A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE19745167A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002223505A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001112113A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6932738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3695342B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003148202A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002142304A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2005348565A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US5667029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT93455T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2712696Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3295048B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN101007503A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003047106A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GB2374844A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2640812Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1223324B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN101033696A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWM454343U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2606023Y2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN101011931A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1986307A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US5487438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWI297371B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002238104A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2816664B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003092802A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR100163656B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN200967407Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1010569B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001119813A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1513691A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001268715A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3559903B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001071880A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VN16808A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IN200192B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002186101A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002112464A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE19650570A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001191806A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001320806A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001065677A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002213592A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US3551685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001004723A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1920278A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002152907A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2006051852A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE9102507U1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EP1393963A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002058169A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US7234553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002527021A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002364546A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TWI529079B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3094790B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001128369A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2678946Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE19737871A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SI20684A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2729344A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE10041176A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN200939836Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003061205A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003018704A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IN254175B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR200223884Y1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TW200922815A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1974253A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE102004035525A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2836969B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3058036B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3591532B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003111204A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1733522A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001227438A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR100714908B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3214285B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SG101269A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
